"id","input","target","work"
70374,"class _ { public AttributeValueSearch(IAttributeType attributeType, String attributeValue) {
this.attributeType = attributeType;
 this.attributeValue = attributeValue;
  Conditions.checkNotNull(attributeType, ""attributeType"");
 Conditions.checkNotNullOrEmpty(attributeValue, ""attributeValue"");
  } }","class _ { public AttributeValueSearch(IAttributeType attributeType, String attributeValue) {
Conditions.checkNotNull(attributeType, ""attributeType"");
 Conditions.checkNotNullOrEmpty(attributeValue, ""attributeValue"");
 this.attributeType = attributeType;
 this.attributeValue = attributeValue;
 } }",1
70375,"class _ { public List<ContextMenuItem> getDefaultItems() {
String idScheme = getIdScheme();
 List<ContextMenuItem> items = new ArrayList<>();
 for (ContextMenuItem item : this.items) {
String id = item.getId();
  if (id != null && (id.startsWith(idScheme) && !APP_PROFILES_ID.equals(id) || id.startsWith(AIDL_LAYERS_PREFIX))) {
 items.add(item);
 } } return items;
 } }","class _ { public List<ContextMenuItem> getDefaultItems() {
String idScheme = getIdScheme();
 List<ContextMenuItem> items = new ArrayList<>();
 for (ContextMenuItem item : this.items) {
String id = item.getId();
 if (id != null && (id.startsWith(idScheme))) {
items.add(item);
 } } return items;
 } }",1
70388,"class _ { protected String getDataProfileFromNameSpace(NameSpace nameSpace) {
switch (nameSpace) {
case STATION: return Profile.STATION.toString();
 case SIMPLE_STATION: case STATION_KML: return Profile.SIMPLE_STATION.toString();
 case SUMMARY_STATION: return Profile.SUMMARY_STATION.toString();
 case SUMMARY_ORGANIZATION:  return Profile.SUMMARY_STATION.toString();
  case PROJECT: return Profile.PROJECT.toString();
 case PROJECT_MONITORING_LOCATION_WEIGHTING: return Profile.PROJECT_MONITORING_LOCATION_WEIGHTING.toString();
 case ACTIVITY: return Profile.ACTIVITY.toString();
 case ACTIVITY_METRIC: return Profile.ACTIVITY_METRIC.toString();
 case RESULT: return Profile.PC_RESULT.toString();
 case BIOLOGICAL_RESULT: return Profile.BIOLOGICAL.toString();
 case NARROW_RESULT: return Profile.NARROW_RESULT.toString();
 case RES_DETECT_QNT_LMT: return Profile.RES_DETECT_QNT_LMT.toString();
 default: return null;
 } } }","class _ { protected String getDataProfileFromNameSpace(NameSpace nameSpace) {
switch (nameSpace) {
case STATION: return Profile.STATION.toString();
 case SIMPLE_STATION: case STATION_KML: return Profile.SIMPLE_STATION.toString();
 case SUMMARY_STATION: return Profile.SUMMARY_STATION.toString();
 case SUMMARY_ORGANIZATION: return Profile.SUMMARY_ORGANIZATION.toString();
 case PROJECT: return Profile.PROJECT.toString();
 case PROJECT_MONITORING_LOCATION_WEIGHTING: return Profile.PROJECT_MONITORING_LOCATION_WEIGHTING.toString();
 case ACTIVITY: return Profile.ACTIVITY.toString();
 case ACTIVITY_METRIC: return Profile.ACTIVITY_METRIC.toString();
 case RESULT: return Profile.PC_RESULT.toString();
 case BIOLOGICAL_RESULT: return Profile.BIOLOGICAL.toString();
 case NARROW_RESULT: return Profile.NARROW_RESULT.toString();
 case RES_DETECT_QNT_LMT: return Profile.RES_DETECT_QNT_LMT.toString();
 default: return null;
 } } }",1
70389,"class _ { public FileStructureView(NodeFactory nodeFactory) {
this.nodeFactory = nodeFactory;
 NodeStorage storage = new NodeStorage(  new NodeUniqueKeyProvider() {
 @Override public String getKey(@NotNull Node item) {
return String.valueOf(item.hashCode());
 } });
 NodeLoader loader = new NodeLoader(Collections.<NodeInterceptor>emptySet());
 tree = new FileStructureTree(storage, loader);
 UI_BINDER.createAndBindUi(this);
 tree.setAutoExpand(false);
 tree.getSelectionModel().setSelectionMode(SINGLE);
 } }","class _ { public FileStructureView(NodeFactory nodeFactory) {
this.nodeFactory = nodeFactory;
 NodeStorage storage = new NodeStorage(item->String.valueOf(item.hashCode()));
 NodeLoader loader = new NodeLoader(Collections.<NodeInterceptor>emptySet());
 tree = new FileStructureTree(storage, loader);
 UI_BINDER.createAndBindUi(this);
 tree.setAutoExpand(false);
 tree.getSelectionModel().setSelectionMode(SINGLE);
 } }",1
70390,"class _ { public static ISerializer getSerializer(Byte type) {
if (type <= SYSTEM_SERIALIZERS_COUNT) {
if (serializersMap.containsKey(type)) {
return serializersMap.get(type);
 } } else {
if (customSerializers.containsKey(type)) {
return customSerializers.get(type);
 } } String message = String.format(""Serializer with type code %s not found. "" + ""Please check custom serializers for this client."", type.intValue());
 log.error(message);
  throw new RuntimeException(message);
  } }","class _ { public static ISerializer getSerializer(Byte type) {
if (type <= SYSTEM_SERIALIZERS_COUNT) {
if (serializersMap.containsKey(type)) {
return serializersMap.get(type);
 } } else if (customSerializers.containsKey(type)) {
return customSerializers.get(type);
 } log.error(""Serializer with type code {} not found. Please check custom serializers "" + ""for this client."", type.intValue());
 throw new SerializerException(type);
 } }",1
70394,"class _ { private static void extractToDirectory(File directory, JarInputStream input) throws IOException {
File manifestFile = new File(directory, JarFile.MANIFEST_NAME);
 manifestFile.getParentFile().mkdirs();
 input.getManifest().write(new FileOutputStream(manifestFile));
 JarEntry entry = input.getNextJarEntry();
 while (entry != null) {
File newFile = new File(directory, entry.getName());
 if (entry.isDirectory()) {
newFile.mkdirs();
 } else {
FileOutputStream fileoutputstream = new FileOutputStream(newFile);
 IOUtils.copy(input, fileoutputstream);
  fileoutputstream.close();
  } input.closeEntry();
 entry = input.getNextJarEntry();
 } } }","class _ { private static void extractToDirectory(File directory, JarInputStream input) throws IOException {
File manifestFile = new File(directory, JarFile.MANIFEST_NAME);
 manifestFile.getParentFile().mkdirs();
 try (FileOutputStream output = new FileOutputStream(manifestFile)) {
input.getManifest().write(output);
 } JarEntry entry = input.getNextJarEntry();
 while (entry != null) {
File newFile = new File(directory, entry.getName());
 if (entry.isDirectory()) {
newFile.mkdirs();
 } else {
try (FileOutputStream output = new FileOutputStream(newFile)) {
IOUtils.copy(input, output);
 } } input.closeEntry();
 entry = input.getNextJarEntry();
 } } }",1
70395,"class _ { public boolean isQueryCacheable(Query query) {
 return !query.isDescending() && !unCacheable.contains(query.getType());
  } }","class _ { public boolean isQueryCacheable(Query query) {
return !unCacheable.contains(query.getType());
 } }",1
70396,"class _ { public void test_isFocusControl() throws InterruptedException {
assertFalse(control.isFocusControl());
 shell.open();
 processEvents(5000, () -> shell.getDisplay().getActiveShell() == shell);
  assertEquals(""Unexpected focus"", control.forceFocus(), control.isFocusControl());
  } }","class _ { public void test_isFocusControl() {
assertFalse(control.isFocusControl());
 shell.open();
 if (SwtTestUtil.isGTK) {
shell.forceActive();
 } assertEquals(shell, shell.getDisplay().getActiveShell());
 assertEquals(""Unexpected focus"", control.forceFocus(), control.isFocusControl());
 } }",1
70405,"class _ { public void testWriter() throws SQLException {
DbState writer = DbState.writer(DbState.driverManager(""jdbc:h2:mem:""));
 DB<Unit> setup = new DB<Unit>() {
@Override public Unit run(Connection c) throws SQLException {
Statement s = c.createStatement();
 assertThat(s.executeUpdate(""CREATE TABLE TEST(ID INT PRIMARY KEY, NAME VARCHAR(255))""), is(0));
 assertThat(s.executeUpdate(""INSERT INTO TEST (ID, NAME) VALUES (10, 'FOO')""), is (1));
 return Unit.unit();
 } };
 DB<Option<Integer>> query = new DB<Option<Integer>>() {
@Override public Option<Integer> run(Connection c) throws SQLException {
PreparedStatement ps = c.prepareStatement(""SELECT ID FROM TEST WHERE NAME = ?"");
 ps.setString(1, ""FOO"");
 ResultSet rs = ps.executeQuery();
 if (rs.next()) {
return Option.some(rs.getInt(""ID""));
 } else {
return Option.none();
 } } };
  assertThat(writer.run(setup.bind(v -> query)).some(), is(10));
  } }","class _ { public void testWriter() throws SQLException {
final int TEN = 10;
 DbState writer = DbState.writer(DbState.driverManager(""jdbc:h2:mem:""));
 DB<Unit> setup = new DB<Unit>() {
@Override public Unit run(Connection c) throws SQLException {
Statement s = null;
 try {
s = c.createStatement();
 assertThat(s.executeUpdate(""CREATE TABLE TEST(ID INT PRIMARY KEY, NAME VARCHAR(255))""), is(0));
 assertThat(s.executeUpdate(""INSERT INTO TEST (ID, NAME) VALUES ("" + TEN + "", 'FOO')""), is(1));
 } finally {
DbUtils.closeQuietly(s);
 } return Unit.unit();
 } };
 DB<Option<Integer>> query = new DB<Option<Integer>>() {
@Override public Option<Integer> run(Connection c) throws SQLException {
PreparedStatement ps = null;
 ResultSet rs = null;
 try {
ps = c.prepareStatement(""SELECT ID FROM TEST WHERE NAME = ?"");
 ps.setString(1, ""FOO"");
 rs = ps.executeQuery();
 if (rs.next()) {
return Option.some(rs.getInt(""ID""));
 } else {
return Option.none();
 } } finally {
DbUtils.closeQuietly(rs);
 DbUtils.closeQuietly(ps);
 } } };
 assertThat(writer.run(setup.bind(v -> query)).some(), is(TEN));
 } }",1
70407,"class _ { public void shouldEncryptPluggablePublishArtifactPropertiesDuringSave() throws Exception {
setupMetadataForPlugin();
 ArtifactStore artifactStore = new ArtifactStore(""dockerhub"", ""cd.go.artifact.docker.registry"");
 artifactStoreService.create(Username.ANONYMOUS, artifactStore, new HttpLocalizedOperationResult());
 File configFile = new File(new SystemEnvironment().getCruiseConfigFile());
 String config = IOUtils.toString(getClass().getResourceAsStream(""/data/pluggable_artifacts_with_params.xml""), UTF_8);
 FileUtils.writeStringToFile(configFile, config, UTF_8);
 cachedGoConfig.forceReload();
 Configuration ancestorPluggablePublishAftifactConfigAfterEncryption = goConfigDao.loadConfigHolder() .configForEdit.pipelineConfigByName(new CaseInsensitiveString(""ancestor"")) .getExternalArtifactConfigs().get(0).getConfiguration();
 assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getValue(), is(""SECRET""));
  assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getEncryptedValue(), startsWith(""AES:""));
  assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getConfigValue(), is(CoreMatchers.nullValue()));
 } }","class _ { public void shouldEncryptPluggablePublishArtifactPropertiesDuringSave() throws Exception {
resetCipher.setupAESCipherFile();
 resetCipher.setupDESCipherFile();
 setupMetadataForPlugin();
 ArtifactStore artifactStore = new ArtifactStore(""dockerhub"", ""cd.go.artifact.docker.registry"");
 artifactStoreService.create(Username.ANONYMOUS, artifactStore, new HttpLocalizedOperationResult());
 File configFile = new File(new SystemEnvironment().getCruiseConfigFile());
 String config = IOUtils.toString(getClass().getResourceAsStream(""/data/pluggable_artifacts_with_params.xml""), UTF_8);
 FileUtils.writeStringToFile(configFile, config, UTF_8);
 cachedGoConfig.forceReload();
 Configuration ancestorPluggablePublishAftifactConfigAfterEncryption = goConfigDao.loadConfigHolder() .configForEdit.pipelineConfigByName(new CaseInsensitiveString(""ancestor"")) .getExternalArtifactConfigs().get(0).getConfiguration();
 assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getValue(), is(""SECRET""));
 assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getEncryptedValue(), is(new GoCipher().encrypt(""SECRET"")));
 assertThat(ancestorPluggablePublishAftifactConfigAfterEncryption.getProperty(""Image"").getConfigValue(), is(CoreMatchers.nullValue()));
 } }",1
70410,"class _ { protected void doRun(IProgressMonitor monitor) throws CoreException {
 if (monitor == null) {
monitor = new NullProgressMonitor();
 }  SubMonitor progress = SubMonitor.convert(monitor, MakeUIPlugin.getResourceString(""MakeCCWizard.task_name""), 10);
 super.doRun(progress.split(9));
 if (newProject != null) {
CCorePlugin.getDefault().convertProjectFromCtoCC(newProject, progress.split(1));
 } monitor.done();
 } }","class _ { protected void doRun(IProgressMonitor monitor) throws CoreException {
SubMonitor progress = SubMonitor.convert(monitor, MakeUIPlugin.getResourceString(""MakeCCWizard.task_name""), 10);
 super.doRun(progress.split(9));
 if (newProject != null) {
CCorePlugin.getDefault().convertProjectFromCtoCC(newProject, progress.split(1));
 } else progress.worked(1);
 } }",1
70411,"class _ { private ResultSet getNextResultSet() {
closeCurrentResultSet();
 if (!tableIds.hasNext()) {
return null;
 } Long tableId = tableIds.next();
 Long columnId = metadataDao.getTemporalColumnId(tableId);
 String minColumn = ""null"";
 String maxColumn = ""null"";
 if (columnId != null) {
Type columnType = metadataDao.getTableColumn(tableId, columnId).getDataType();
  checkState(columnType.equals(DATE) || columnType.equals(TIMESTAMP), ""Temporal column must be of type timestamp or date: "" + columnType);
  if (columnType.equals(DATE)) {
minColumn = convertDaysToMidnightTimestamp(minColumn(columnId));
 maxColumn = convertDaysToMidnightTimestamp(maxColumn(columnId));
 } else {
minColumn = minColumn(columnId);
 maxColumn = maxColumn(columnId);
 } } List<String> columnNames = getMappedColumnNames(minColumn, maxColumn);
 try {
connection = dbi.open().getConnection();
 statement = PreparedStatementBuilder.create( connection, constructSqlTemplate(columnNames, tableId), columnNames, TYPES, ImmutableSet.of(getColumnIndex(SHARD_METADATA, SHARD_UUID)), tupleDomain);
 return statement.executeQuery();
 } catch (SQLException | DBIException e) {
close();
 throw metadataError(e);
 } } }","class _ { private ResultSet getNextResultSet() {
closeCurrentResultSet();
 if (!tableIds.hasNext()) {
return null;
 } Long tableId = tableIds.next();
 Long columnId = metadataDao.getTemporalColumnId(tableId);
 String minColumn = ""null"";
 String maxColumn = ""null"";
 if (columnId != null) {
Type columnType = metadataDao.getTableColumn(tableId, columnId).getDataType();
 checkState(columnType.equals(DATE) || columnType.equals(TIMESTAMP), ""Temporal column must be of type timestamp or date: %s"", columnType);
 if (columnType.equals(DATE)) {
minColumn = convertDaysToMidnightTimestamp(minColumn(columnId));
 maxColumn = convertDaysToMidnightTimestamp(maxColumn(columnId));
 } else {
minColumn = minColumn(columnId);
 maxColumn = maxColumn(columnId);
 } } List<String> columnNames = getMappedColumnNames(minColumn, maxColumn);
 try {
connection = dbi.open().getConnection();
 statement = PreparedStatementBuilder.create( connection, constructSqlTemplate(columnNames, tableId), columnNames, TYPES, ImmutableSet.of(getColumnIndex(SHARD_METADATA, SHARD_UUID)), tupleDomain);
 return statement.executeQuery();
 } catch (SQLException | DBIException e) {
close();
 throw metadataError(e);
 } } }",1
70416,"class _ { public boolean contains(Command command) {
final Message message = Commands.getMessage(command);
 if (messages.contains(message)) {
final int messageIndex = messages.indexOf(message);
 final CommandContext actualContext = command.getContext();
  final CommandContext expectedContext = contexts.get(messageIndex);
  return actualContext.equals(expectedContext);
 } return false;
 } }","class _ { public boolean contains(Command command) {
final Message message = Commands.getMessage(command);
 if (messages.contains(message)) {
final int messageIndex = messages.indexOf(message);
 final CommandContext actualContext = command.getContext();
 final CommandContext storedContext = contexts.get(messageIndex);
 return actualContext.equals(storedContext);
 } return false;
 } }",1
70419,"class _ { public void testGetProjectedSchema1() throws Exception {
MessageType originalMsg = MessageTypeParser.parseMessageType( ""message hive_schema {\n"" + "" optional group structCol {\n"" + "" optional int32 a;
\n"" + "" optional double b;
\n"" + "" optional boolean c;
\n"" + "" optional fixed_len_byte_array(3) d (DECIMAL(5,2));
\n"" + "" }\n"" + ""}\n"");
 testConversion(""structCol"", ""struct<a:int>"", DataWritableReadSupport .getProjectedSchema(originalMsg, Arrays.asList(""structCol""), Arrays.asList(0),  new HashSet<>(Arrays.asList(""structCol.a""))).toString());
  } }","class _ { public void testGetProjectedSchema1() throws Exception {
MessageType originalMsg = MessageTypeParser.parseMessageType( ""message hive_schema {\n"" + "" optional group structCol {\n"" + "" optional int32 a;
\n"" + "" optional double b;
\n"" + "" optional boolean c;
\n"" + "" optional fixed_len_byte_array(3) d (DECIMAL(5,2));
\n"" + "" }\n"" + ""}\n"");
 testConversion(""structCol"", ""struct<a:int>"", DataWritableReadSupport .getProjectedSchema(originalMsg, Arrays.asList(""structCol""), Arrays.asList(0), Sets.newHashSet(""structCol.a"")).toString());
 } }",1
70420,"class _ { public void complete() {
if (completed || subscriber.isUnsubscribed()) {
return;
 } try {
super.complete();
 if (getOutput() != null) {
 if (getOutput().hasError()) {
 subscriber.onError(new RedisCommandExecutionException(getOutput().getError()));
 completed = true;
 return;
 } Object result = getOutput().get();
 if (!(getOutput() instanceof StreamingOutput<?>) && result != null) {
if (dissolve && result instanceof Collection) {
Collection<T> collection = (Collection<T>) result;
 for (T t : collection) {
subscriber.onNext(t);
 } } else {
subscriber.onNext((T) result);
 } } } subscriber.onCompleted();
 } finally {
completed = true;
 } } }","class _ { public void complete() {
if (completed || subscriber.isUnsubscribed()) {
return;
 } try {
super.complete();
 if (getOutput() != null) {
Object result = getOutput().get();
 if (!(getOutput() instanceof StreamingOutput<?>) && result != null) {
if (dissolve && result instanceof Collection) {
Collection<T> collection = (Collection<T>) result;
 for (T t : collection) {
subscriber.onNext(t);
 } } else {
subscriber.onNext((T) result);
 } } if (getOutput().hasError()) {
subscriber.onError(new RedisCommandExecutionException(getOutput().getError()));
 completed = true;
 return;
 } } subscriber.onCompleted();
 } finally {
completed = true;
 } } }",1
70421,"class _ {  public void queryFile2FullHistory() throws CoreException {
 final List<RevCommit> expectedHistory = Arrays.asList(masterCommit2, masterCommit3);
 for (RevCommit ref : commits) {
testRepository.checkoutBranch(ref.getName());
 final IFileHistory history = historyProvider.getFileHistoryFor( iFile2, IFileHistoryProvider.NONE, new NullProgressMonitor());
 assertNotNull(history);
 final IFileRevision[] revisions = history.getFileRevisions();
 assertEquals(2, revisions.length);
 final List<RevCommit> commitList = new ArrayList<RevCommit>( expectedHistory);
 assertMatchingRevisions(Arrays.asList(revisions), commitList);
 } } }","class _ { public void queryFile2FullHistory() throws CoreException {
final List<RevCommit> expectedHistory = Arrays.asList(masterCommit2, masterCommit3);
 assertFullHistoryMatches(iFile2, expectedHistory);
 } }",1
70422,"class _ { protected void executeVdsBrokerCommand() {
if (getParameters().getAction() == FenceActionType.STATUS || !isAlreadyInRequestedStatus()) {
_result = fenceNode( getParameters().getAction(),  getParameters().getAction() !=  FenceActionType.STATUS);
 getVDSReturnValue().setSucceeded(false);
 if (getParameters().getAction() == FenceActionType.STATUS && _result.power != null) {
String stat = _result.power.toLowerCase();
 String msg = _result.mStatus.mMessage;
 if (""on"".equals(stat) || ""off"".equals(stat)) {
getVDSReturnValue().setSucceeded(true);
 } else {
if (!getParameters().getTargetVdsID().equals(Guid.Empty)) {
alertPowerManagementStatusFailed(msg);
 } } FenceStatusReturnValue fenceStatusReturnValue = new FenceStatusReturnValue(stat, msg);
 setReturnValue(fenceStatusReturnValue);
 } else {
FenceStatusReturnValue fenceStatusReturnValue = new FenceStatusReturnValue( _result.operationStatus, _result.mStatus.mMessage != null ? _result.mStatus.mMessage : """" );
 setReturnValue(fenceStatusReturnValue);
 getVDSReturnValue().setSucceeded(_result.mStatus.mCode == 0);
 } } else {
alertActionSkippedAlreadyInStatus();
 getVDSReturnValue().setSucceeded(true);
 setReturnValue(new FenceStatusReturnValue(FenceStatusReturnValue.SKIPPED_DUE_TO_STATUS, """"));
 } } }","class _ { protected void executeVdsBrokerCommand() {
if (getParameters().getAction() == FenceActionType.STATUS || !isAlreadyInRequestedStatus()) {
_result = fenceNode(getParameters().getAction());
 getVDSReturnValue().setSucceeded(false);
 if (getParameters().getAction() == FenceActionType.STATUS && _result.power != null) {
String stat = _result.power.toLowerCase();
 String msg = _result.mStatus.mMessage;
 if (""on"".equals(stat) || ""off"".equals(stat)) {
getVDSReturnValue().setSucceeded(true);
 } else {
if (!getParameters().getTargetVdsID().equals(Guid.Empty)) {
alertPowerManagementStatusFailed(msg);
 } } FenceStatusReturnValue fenceStatusReturnValue = new FenceStatusReturnValue(stat, msg);
 setReturnValue(fenceStatusReturnValue);
 } else {
FenceStatusReturnValue fenceStatusReturnValue = new FenceStatusReturnValue( _result.operationStatus, _result.mStatus.mMessage != null ? _result.mStatus.mMessage : """" );
 setReturnValue(fenceStatusReturnValue);
 getVDSReturnValue().setSucceeded(_result.mStatus.mCode == 0);
 } } else {
alertActionSkippedAlreadyInStatus();
 getVDSReturnValue().setSucceeded(true);
 setReturnValue(new FenceStatusReturnValue(FenceStatusReturnValue.SKIPPED_DUE_TO_STATUS, """"));
 } } }",1
70423,"class _ { private <T extends Timestamped> T deserialize(StorageObject object, Class<T> clas, boolean current_version) throws java.io.UnsupportedEncodingException {
try {
ByteArrayOutputStream output = new java.io.ByteArrayOutputStream();
 Storage.Objects.Get getter = obj_api.get(object.getBucket(), object.getName());
 if (!current_version) {
getter.setGeneration(object.getGeneration());
 } Closure timeExecuteClosure = new Closure<String>(this, this) {
public Object doCall() throws Exception {
mediaDownloadTimer.record(new Callable() {
public Void call() throws Exception {
getter.executeMediaAndDownloadTo(output);
 return null;
 } });
 return Closure.DONE;
 } };
 doRetry(timeExecuteClosure, ""deserialize"", object.getName());
 String json = output.toString(""UTF8"");
 return objectMapper.readValue(json, clas);
 } catch (Exception ex) {
if (current_version) {
log.error(""Error reading {}: {}"", value(""object"", object.getName()), ex.getMessage());
 } else {
log.error(""Error reading {} generation={}: {}"", value(""object"", object.getName()), value(""generation"", object.getGeneration()),  ex.getMessage());
  } return null;
 } } }","class _ { private <T extends Timestamped> T deserialize(StorageObject object, Class<T> clas, boolean current_version) throws java.io.UnsupportedEncodingException {
try {
ByteArrayOutputStream output = new java.io.ByteArrayOutputStream();
 Storage.Objects.Get getter = obj_api.get(object.getBucket(), object.getName());
 if (!current_version) {
getter.setGeneration(object.getGeneration());
 } Closure timeExecuteClosure = new Closure<String>(this, this) {
public Object doCall() throws Exception {
mediaDownloadTimer.record(new Callable() {
public Void call() throws Exception {
getter.executeMediaAndDownloadTo(output);
 return null;
 } });
 return Closure.DONE;
 } };
 doRetry(timeExecuteClosure, ""deserialize"", object.getName());
 String json = output.toString(""UTF8"");
 return objectMapper.readValue(json, clas);
 } catch (Exception ex) {
if (current_version) {
log.error(""Error reading {}: "", value(""object"", object.getName()), ex);
 } else {
log.error(""Error reading {} generation={}: "", value(""object"", object.getName()), value(""generation"", object.getGeneration()), ex);
 } return null;
 } } }",1
70424,"class _ { public synchronized Optional<ModelType> insertBlocking(@NonNull ModelType modelType, @NonNull DatabaseOperationMetadata databaseOperationMetadata) {
final ContentValues values = databaseAdapter.write(modelType, databaseOperationMetadata);
 if (!values.containsKey(COLUMN_UUID) || UUID.fromString(values.getAsString(COLUMN_UUID)).equals(Keyed.Companion.getMISSING_UUID())) {
 values.put(COLUMN_UUID, UUID.randomUUID().toString());
  } UUID uuid = UUID.fromString(values.getAsString(COLUMN_UUID));
 if (getWritableDatabase().insertOrThrow(getTableName(), null, values) != -1) {
if (Integer.class.equals(primaryKey.getPrimaryKeyClass())) {
Cursor cursor = null;
 try {
cursor = getReadableDatabase().rawQuery(""SELECT last_insert_rowid()"", null);
 final Integer id;
 if (cursor != null && cursor.moveToFirst() && cursor.getColumnCount() > 0) {
id = cursor.getInt(0);
 } else {
id = -1;
 } final PrimaryKey<ModelType, PrimaryKeyType> autoIncrementPrimaryKey = (PrimaryKey<ModelType, PrimaryKeyType>) new AutoIncrementIdPrimaryKey<>((PrimaryKey<ModelType, Integer>) primaryKey, id);
 final ModelType insertedItem = databaseAdapter.build(modelType, autoIncrementPrimaryKey, uuid, databaseOperationMetadata);
 if (cachedResults != null) {
cachedResults.add(insertedItem);
 if (insertedItem instanceof Comparable<?>) {
Collections.sort((List<? extends Comparable>) cachedResults);
 } } return Optional.of(insertedItem);
 } finally {
if (cursor != null) {
cursor.close();
 } } } else {
final ModelType insertedItem = databaseAdapter.build(modelType, primaryKey, uuid, databaseOperationMetadata);
 if (cachedResults != null) {
cachedResults.add(insertedItem);
 if (insertedItem instanceof Comparable<?>) {
Collections.sort((List<? extends Comparable>) cachedResults);
 } } return Optional.of(insertedItem);
 } } else {
return Optional.absent();
 } } }","class _ { public synchronized Optional<ModelType> insertBlocking(@NonNull ModelType modelType, @NonNull DatabaseOperationMetadata databaseOperationMetadata) {
final ContentValues values = databaseAdapter.write(modelType, databaseOperationMetadata);
 if (!values.containsKey(COLUMN_UUID) || UUID.fromString(values.getAsString(COLUMN_UUID)).equals(Keyed.Companion.getMISSING_UUID())) {
Logger.warn(this, ""Assigning random UUID to new model before inserting"");
 values.put(COLUMN_UUID, UUID.randomUUID().toString());
 } UUID uuid = UUID.fromString(values.getAsString(COLUMN_UUID));
 if (getWritableDatabase().insertOrThrow(getTableName(), null, values) != -1) {
if (Integer.class.equals(primaryKey.getPrimaryKeyClass())) {
Cursor cursor = null;
 try {
cursor = getReadableDatabase().rawQuery(""SELECT last_insert_rowid()"", null);
 final Integer id;
 if (cursor != null && cursor.moveToFirst() && cursor.getColumnCount() > 0) {
id = cursor.getInt(0);
 } else {
id = -1;
 } final PrimaryKey<ModelType, PrimaryKeyType> autoIncrementPrimaryKey = (PrimaryKey<ModelType, PrimaryKeyType>) new AutoIncrementIdPrimaryKey<>((PrimaryKey<ModelType, Integer>) primaryKey, id);
 final ModelType insertedItem = databaseAdapter.build(modelType, autoIncrementPrimaryKey, uuid, databaseOperationMetadata);
 if (cachedResults != null) {
cachedResults.add(insertedItem);
 if (insertedItem instanceof Comparable<?>) {
Collections.sort((List<? extends Comparable>) cachedResults);
 } } return Optional.of(insertedItem);
 } finally {
if (cursor != null) {
cursor.close();
 } } } else {
final ModelType insertedItem = databaseAdapter.build(modelType, primaryKey, uuid, databaseOperationMetadata);
 if (cachedResults != null) {
cachedResults.add(insertedItem);
 if (insertedItem instanceof Comparable<?>) {
Collections.sort((List<? extends Comparable>) cachedResults);
 } } return Optional.of(insertedItem);
 } } else {
return Optional.absent();
 } } }",1
70427,"class _ { public ResultScanner getScanner(Scan scan) throws IOException {
LOG.trace(""getScanner(Scan)"");
 com.google.cloud.bigtable.grpc.scanner.ResultScanner<FlatRow> scanner = null;
 try {
scanner = client.readFlatRows(hbaseAdapter.adapt(scan));
 if (hasWhileMatchFilter(scan.getFilter())) {
return Adapters.BIGTABLE_WHILE_MATCH_RESULT_RESULT_SCAN_ADAPTER.adapt(scanner);
 } return Adapters.BIGTABLE_RESULT_SCAN_ADAPTER.adapt(scanner);
 } catch (Throwable throwable) {
LOG.error(""Encountered exception when executing getScanner."", throwable);
 if (scanner != null) {
scanner.close();
  }  throw new IOException( makeGenericExceptionMessage( ""getScanner"", options.getProjectId(), tableName.getQualifierAsString()), throwable);
 } } }","class _ { public ResultScanner getScanner(Scan scan) throws IOException {
LOG.trace(""getScanner(Scan)"");
 try {
com.google.cloud.bigtable.grpc.scanner.ResultScanner<FlatRow> scanner = client.readFlatRows(hbaseAdapter.adapt(scan));
 if (hasWhileMatchFilter(scan.getFilter())) {
return Adapters.BIGTABLE_WHILE_MATCH_RESULT_RESULT_SCAN_ADAPTER.adapt(scanner);
 } return Adapters.BIGTABLE_RESULT_SCAN_ADAPTER.adapt(scanner);
 } catch (Throwable throwable) {
LOG.error(""Encountered exception when executing getScanner."", throwable);
 throw new IOException( makeGenericExceptionMessage( ""getScanner"", options.getProjectId(), tableName.getQualifierAsString()), throwable);
 } } }",1
70428,"class _ { private WaiterTimeoutCallback(final Callback<T> callback) {
_timeout = new SingleTimeout<>(_timeoutExecutor, _waiterTimeout, TimeUnit.MILLISECONDS, callback, (callback1) -> {
synchronized (_lock) {
_waiters.remove(this);
 _statsTracker.incrementWaiterTimedOut();
 } LOG.debug(""{}: failing waiter due to waiter timeout"", _poolName);
  callback1.onError(  new WaiterTimeoutException( ""Exceeded waiter timeout of "" + _waiterTimeout + ""ms: in Pool: ""+ _poolName));
 });
 } }","class _ { private WaiterTimeoutCallback(final Callback<T> callback) {
_timeout = new SingleTimeout<>(_timeoutExecutor, _waiterTimeout, TimeUnit.MILLISECONDS, callback, (callbackIfTimeout) -> {
synchronized (_lock) {
_waiters.remove(this);
 _statsTracker.incrementWaiterTimedOut();
 } LOG.debug(""{}: failing waiter due to waiter timeout"", _poolName);
 callbackIfTimeout.onError( new WaiterTimeoutException( ""Exceeded waiter timeout of "" + _waiterTimeout + ""ms: in Pool: ""+ _poolName));
 });
 } }",1
